"lat","lon","num_flr","retrofit","struc_type","occ_day","pga"
27.7034781,85.1919161,1,"Yes","Load_Bearing_Stone_Wall_in_Mud_Mortar",73,0.105960343236477
27.7025472,85.2359023,2,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",3,0.112996996935753
27.623615,85.3944489,1,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",30,0.0800944257213217
27.6142846,85.3224144,1,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",50,0.0700218729127684
27.6140245,85.3225038,1,"Yes","Load_Bearing_Brick_Wall_in_Mud_Mortar",120,0.0700218729127684
27.7577157,85.2784857,2,"Yes","Non_Engineered_RC_Frame",180,0.14456037484768
27.7504054,85.4393759,1,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",12,0.149227921869344
27.6506853,85.3834807,1,"Yes","Non_Engineered_RC_Frame",65,0.0946122274171098
27.6522593,85.3746036,2,"Yes","Non_Engineered_RC_Frame",1,0.0927476763216797
27.6589995,85.3703199,2,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",63,0.0927476763216797
27.6822477,85.3546237,1,"Yes","Engineered_RC_Frame",83,0.106765205243381
27.6821852,85.3548235,3,"Yes","Non_Engineered_RC_Frame",220,0.106765205243381
27.6262238,85.3506393,1,"Yes","Mixed",40,0.073809302871011
27.6274738,85.3487629,1,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",147,0.0814050669698623
27.6275133,85.3485048,1,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",200,0.0814050669698623
27.618956,85.3549314,1,"Yes","Non_Engineered_RC_Frame",60,0.073809302871011
27.6356049,85.3051465,2,"Yes","Mixed",123,0.0758471037510261
27.6743072,85.3630294,3,"Yes","Load_Bearing_Brick_Wall_in_Mud_Mortar",386,0.100157852069769
27.6676012,85.3092133,2,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",240,0.0936496153120586
27.6665127,85.3232272,2,"Yes","Mixed",240,0.0956021679166688
27.703107,85.3247078,1,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",50,0.118098331234417
27.7373265,85.3082451,3,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",414,0.136403256973584
27.7379871,85.3149427,3,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",60,0.132257702681344
27.6043488,85.2926714,2,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",75,0.0706916225214523
27.7057882,85.2549864,2,"Yes","Load_Bearing_Brick_Wall_in_Cement_Mortar",3,0.114347713031463
27.7055844,85.2547694,2,"Yes","Non_Engineered_RC_Frame",200,0.114347713031463
27.5896635,85.2882763,1,"Yes","Engineered_RC_Frame",50,0.0709665380124711
27.589497,85.2882381,2,"Yes","Engineered_RC_Frame",50,0.0709665380124711
