"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"80",27.7415924,85.3301133,3,"No","Non_Engineered_RC_Frame",200,"Non-retrofitted RC"
"81",27.6965069,85.339274,3,"No","Non_Engineered_RC_Frame",70,"Non-retrofitted RC"
"82",27.6963435,85.338752,3,"No","Non_Engineered_RC_Frame",80,"Non-retrofitted RC"
"83",27.685252,85.3355491,4,"No","Engineered_RC_Frame",60,"Non-retrofitted RC"
"84",27.7170819,85.3398727,5,"No","Non_Engineered_RC_Frame",110,"Non-retrofitted RC"
"85",27.7167736,85.3439243,4,"No","Non_Engineered_RC_Frame",140,"Non-retrofitted RC"
"86",27.7133855,85.3446155,5,"No","Engineered_RC_Frame",2000,"Non-retrofitted RC"
"87",27.6837166,85.3057939,4,"No","Engineered_RC_Frame",530,"Non-retrofitted RC"
"88",27.6948551,85.3344514,4,"No","Non_Engineered_RC_Frame",1,"Non-retrofitted RC"
"89",27.6922413,85.3269277,4,"No","Non_Engineered_RC_Frame",8,"Non-retrofitted RC"
"90",27.6946041,85.3330194,4,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"91",27.6806233,85.3237567,3,"No","Non_Engineered_RC_Frame",120,"Non-retrofitted RC"
"92",27.6798133,85.326507,5,"No","Engineered_RC_Frame",60,"Non-retrofitted RC"
"93",27.6761885,85.2669104,3,"No","Non_Engineered_RC_Frame",18,"Non-retrofitted RC"
"94",27.6988996,85.3040541,5,"No","Engineered_RC_Frame",682,"Non-retrofitted RC"
"95",27.6986338,85.2967083,4,"No","Non_Engineered_RC_Frame",650,"Non-retrofitted RC"
"96",27.6990075,85.3381699,5,"No","Non_Engineered_RC_Frame",600,"Non-retrofitted RC"
"97",27.699392,85.3376231,4,"No","Non_Engineered_RC_Frame",4,"Non-retrofitted RC"
"98",27.7274306,85.3109745,3,"No","Non_Engineered_RC_Frame",75,"Non-retrofitted RC"
"99",27.7578816,85.3508117,3,"No","Non_Engineered_RC_Frame",54,"Non-retrofitted RC"
"100",27.671645,85.3487172,4,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"101",27.7081464,85.3391549,5,"No","Engineered_RC_Frame",12,"Non-retrofitted RC"
"102",27.6833826,85.3367395,3,"No","Non_Engineered_RC_Frame",25,"Non-retrofitted RC"
"103",27.6975123,85.3497521,5,"No","Non_Engineered_RC_Frame",230,"Non-retrofitted RC"
"104",27.6971599,85.3493095,4,"No","Non_Engineered_RC_Frame",10,"Non-retrofitted RC"
"105",27.7169308,85.3583738,5,"No","Engineered_RC_Frame",870,"Non-retrofitted RC"
"106",27.7036634,85.320327,2,"No","Non_Engineered_RC_Frame",20,"Non-retrofitted RC"
"107",27.7574786,85.3489849,3,"No","Non_Engineered_RC_Frame",25,"Non-retrofitted RC"
"108",27.7119297,85.2963521,5,"No","Non_Engineered_RC_Frame",265,"Non-retrofitted RC"
"109",27.6934083,85.2909527,3,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"110",27.6991598,85.3516282,2,"Yes","Non_Engineered_RC_Frame",55,"Non-retrofitted RC"
"111",27.6995166,85.3513702,3,"No","Non_Engineered_RC_Frame",30,"Non-retrofitted RC"
"112",27.6995255,85.3515194,4,"No","Non_Engineered_RC_Frame",160,"Non-retrofitted RC"
"113",27.6599107,85.322596,5,"No","Engineered_RC_Frame",480,"Non-retrofitted RC"
"114",27.683683,85.3354767,3,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"115",27.6842587,85.3342099,4,"No","Non_Engineered_RC_Frame",150,"Non-retrofitted RC"
